          TRIAL BALANCE REPORT FOR THE PERIOD:202112,,,,,,,
,, --------CURRENT PERIOD--------,, --------TOTAL TO DATE--------,,,
,6/5/2021,being payment of salaries,bs06/05,,,-190062.34,-9229895.66
,11/6/2021,subscriptions,10398,,,-15750,-9245645.66
,11/6/2021,subscriptions,10398,,,-16983.2,-9262628.86
,11/6/2021,subscription to NEC,10400,,,-12792.62,-9275421.48
,11/6/2021,subscription to ZIMRA,10397,,,-183152.56,-9458574.04
,11/6/2021,subscription to Old Mutual,10251,,,-57796.88,-9516370.92
,15/06/2021,subscription to LAPF,10399,,,-8419.74,-9524790.66
,17/06/2021,loan repayment April 2021,10256,,,-28985.21,-9553775.87
,21/06/2021,subscription to ZIMRA,10259,,,-300000,-9853775.87
,21/06/2021,subscription to Old Mutual,10260,,,-358000,-10211775.87
,22/06/2021,June&July salaries,10265,,,-36337.28,-10248113.15
,25/06/2021,food hamper for council employees,10257,,,-412841.84,-10660954.99
,25/06/2021,April/May2021 salary,10271,,,-67330.91,-10728285.9
,28/06/2021,May 2021 loan repayment,10275,,,-38565.28,-10766851.18
,10/6/2021,being salaries paid,bs10/21,,,-1047426.84,-11814278.02
,25/06/2021,being salary payment(staff groceries),bs25/06,,,-116261.74,-11930539.76
,28/06/2021,being salaries posted in wrong period,10275,,,79051.55,-11851488.21
,1/7/2021,salaries & wages June 2021 all employees,10278,,,-959945.81,-12811434.02
,2/7/2021,June 2021 salary for acting CEO,10279,,,-71831.2,-12883265.22
,30/07/2021,salaries&wages July 2021 all staff,10300,,,-909831.73,-13793096.95
,30/07/2021,July 2021 CEOsalary(Ndarukwa),10451,,,-50410.2,-13843507.15
,1/7/2021,being payment of salaries,10275,,,-79051.55,-13922558.7
,12/8/2021,July 2021 students' allowances,10465,,,-45000,-13967558.7
,3/9/2021,August 2021 salaries,10483,,,-50410.2,-14017968.9
,3/9/2021,August 2021 salaries all staff,10482,,,-2174128.67,-16192097.57
,20/09/2021,PAYE,10497,,,-200000,-16392097.57
,20/09/2021,pension,10497,,,-116000,-16508097.57
,22/09/2021,students' allowances,12041,,,-35000,-16543097.57
,22/09/2021,pension,10498,,,-50000,-16593097.57
,21/09/2021,being staff salaries paid,10496,,,-135000,-16728097.57
,30/09/2021,being student allowances paid,12041,,,-35000,-16763097.57
,22/11/2021,being staff groceries paid,bs22/11,,,-433952.7,-17197050.27
2111000003,CASUAL LABOURERS,0,0,4902.6,0,,
2111000059,CASH IN LIEU OF LEAVE (C.I.L)/ ENCASHMENT,0,0,183434.95,0,,
2111000077,HOUSING ALLOWANCE,0,0,14000,0,,
,6/9/2021,management airtime,10485,,,-14000,-14000
2111000113,STUDENT ALLOWANCES,25000,0,212500,0,,
,27/10/2021,Oct 2021 students allowances,10625,,,-62500,-62500
,21/12/2021,Dec 2021 student allowances,10871,,,-12500,-75000
,21/12/2021,Dec 2021 student allowances,10871,,,-12500,-87500
2111000116,COUNCILLORS ALLOWANCES,2610000,0,8803187.69,0,,
,7/1/2021,sitting allowances,10059,,,-12000,-12000
,15/01/2021,allowances,10073,,,-60000,-72000
,4/1/2021,Being payment of councillors T&S,V9997,,,-24500,-96500
,17/02/2021,loan repayment,10079,,,-295951.76,-392451.76
,15/02/2021,sitting allowances,10163,,,-5000,-397451.76
,10/2/2021,sitting allowances,10155,,,-84000,-481451.76
,19/02/2021,sitting allowances,10184,,,-4800,-486251.76
,19/02/2021,councillors refreshments,10183,,,-7484,-493735.76
,17/02/2021,final payment 2020 sitting allowances,10174,,,-231050,-724785.76
,23/02/2021,perfomance evaluation workshop,10185,,,-27637.5,-752423.26
,23/02/2021,advance monthly allowances,10187,,,-11000,-763423.26
,24/02/2021,being councilors alloawance,BS24/02,,,-5487.5,-768910.76
,24/02/2021,being reversal of councilors T&S,BS24/02,,,5487.5,-763423.26
,24/02/2021,being councilors T&S,BS24/02,,,-5487.5,-768910.76
,3/2/2021,being councilors allowance,BS03/21,,,-2544,-771454.76
,3/2/2021,being councilors T&s,BS03/21,,,-127200,-898654.76
,16/02/2021,being reversal of councilors T7S,BS16/02,,,9600,-889054.76
,1/3/2021,councillors allowances,10196,,,-178212,-1067266.76
,1/3/2021,fuel for councillors,10196,,,-41760,-1109026.76
,5/3/2021,advance monthly allowances,10212,,,-18000,-1127026.76
,17/03/2021,fuel for councillors,10229,,,-46284,-1173310.76
,2/3/2021,being payment of councilors allowance,bs02/03,,,-95300.81,-1268611.57
,1/4/2021,allowances,10310,,,-29640,-1298251.57
,1/4/2021,sitting allowances,10303,,,-4800,-1303051.57
,14/04/2021,allowances,10321,,,-9275.1,-1312326.67
,14/04/2021,allowances,10323,,,-7200,-1319526.67
,14/04/2021,allowances,10324,,,-9292.8,-1328819.47
,14/04/2021,allowances,10326,,,-12480,-1341299.47
,27/04/2021,councillors' sitting allowances,10343,,,-286200,-1627499.47
,5/5/2021,allowances for Emma committee meeting,10356,,,-15120,-1642619.47
,12/5/2021,Full council meeting allowances,10369,,,-90720,-1733339.47
,26/05/2021,sitting allowances,10384,,,-68040,-1801379.47
,27/05/2021,loan refund(payment for motor bikes),10388,,,-69647.57,-1871027.04
,5/5/2021,sitting allowances,10354,,,-25200,-1896227.04
,4/5/2021,refreshments during meeting,10352,,,-14495,-1910722.04
,21/05/2021,sitting allowances,10373,,,-5040,-1915762.04
,17/06/2021,loan repayment April 2021,10256,,,-40662.72,-1956424.76
,22/06/2021,trip to Bulawayo 12-14/05/2021,10269,,,-928,-1957352.76
,22/06/2021,strategic plan workshop Marondera,10266,,,-23100,-1980452.76
,22/06/2021,March-May 2021 monthly allowances,10267,,,-140606.49,-2121059.25
,22/06/2021,sitting allowances,10264,,,-73080,-2194139.25
,28/06/2021,May 2021 loan repayment,10275,,,-40486.27,-2234625.52
,28/06/2021,sitting allowances,10272,,,-66495,-2301120.52
,6/7/2021,investigation team allowances,10282,,,-64700,-2365820.52
,22/07/2021,sitting allowance,10295,,,-2557.5,-2368378.02
,13/08/2021,sitting allowances,10461,,,-123327.15,-2491705.17
,14/09/2021,refreshments full council meeting,10493,,,-10854,-2502559.17
,23/09/2021,sitting allowances,10500,,,-12930,-2515489.17
,21/12/2021,councillor monthly allowance arrears,10865,,,-1740000,-4255489.17
2111000138,SITTING ALLOWANCE,57591.2,0,259043.2,0,,
,23/09/2021,being omission of councilors T&S,bs23/09,,,-2586,-2586
,15/10/2021,being summation error on councilors T&s,10614,,,45,-2541
,9/11/2021,being reversal of councilors Allowance,bs09/11,,,60000,57459
2111000151,CAMPING ALLOWANCE,0,0,40000,0,,
2111001006,TELEPHONE,0,0,2000,0,,
2111003010,CHIEFS AND HEADMAN ALLOWANCE,0,0,11979,0,,
,15/03/2021,5% Commission,10342,,,-94,-94
,15/06/2021,Village Head's Commission,10254,,,-384,-478
,16/06/2021,Village Head's Commission,10254,,,-50,-528
,22/06/2021,Village Head's Commission,10254,,,-600,-1128
,21/06/2021,Village Head's Commission,10254,,,-800,-1928
2121000003,CONTRIBUTIONS TO PENSION FUNDS,0,0,526040.83,0,,
,12/10/2021,subscriptions to LAPF,10608,,,-21040.83,-21040.83
,15/10/2021,Old Mutual subscriptions,10613,,,-100000,-121040.83
2122000006,FUNERAL ASSISTANCE,0,0,190500,0,,
2200100001,PUBLIC RELATIONS & ADVERTISING,64000,0,239460,0,,
,12/11/2021,2022 budget advertisement,10635,,,-57000,-57000
,7/12/2021,Advertisement for CEO's Post,10852,,,-64000,-121000
2200100003,INTERNET,0,0,1046639.07,0,,
,7/1/2021,payroll services,10057,,,-35000,-35000
,4/2/2021,internet services,10080,,,-145651.26,-180651.26
,8/2/2021,internet services,10090,,,-51579.48,-232230.74
,8/2/2021,Accounting software licence renewal,10100,,,-286250,-518480.74
,2/3/2021,internet services,10199,,,-121848.04,-640328.78
,2/3/2021,internet services,10199,,,-3139,-643467.78
,8/3/2021,internet services,10215,,,-36674.17,-680141.95
,18/03/2021,Simacc upgrading,10236,,,-110400,-790541.95
,7/4/2021,internet services,10317,,,-37489.97,-828031.92
,6/5/2021,internet services,10358,,,-51568.19,-879600.11
,28/06/2021,internet services,10273,,,-109886.96,-989487.07
,10/9/2021,correction of journals,10486,,,-57152,-1046639.07
2200100008,PRINTING SERVICES,5400,0,402661.75,0,,
,7/1/2021,Photocopying&cartridge refilling,9889,,,-4740,-4740
,17/02/2021,purchase of tonners,10172,,,-108900,-113640
,8/2/2021,supply of stationery,10098,,,-30829.13,-144469.13
,8/2/2021,supply of toners,10151,,,-114300,-258769.13
,8/2/2021,supply of bond papers,10099,,,-8875,-267644.13
,25/03/2021,purchase of power pack,10301,,,-2100,-269744.13
,7/4/2021,purchase of bond paper,10316,,,-21998.5,-291742.63
,29/04/2021,purchase of analysis books,10348,,,-28800,-320542.63
,11/5/2021,purchase of requisition order books,10366,,,-30829.12,-351371.75
,21/05/2021,purchase of receipt books,10376,,,-10200,-361571.75
,28/05/2021,stationery,10387,,,-7340,-368911.75
,16/08/2021,bond papers,10464,,,-28350,-397261.75
,22/12/2021, binding for CEO's perfomance contract,10869,,,-5400,-402661.75
2200100011,TELEPHONE-MOBILE,39200,0,90800,0,,
,15/03/2021,Airtime for office use,10219,,,-500,-500
,22/03/2021,Airtime for office use,10219,,,-300,-800
,9/4/2021,being payment of management airtime,bs09/04,,,-10000,-10800
,9/6/2021,Airtime,10395,,,-800,-11600
,15/07/2021,being management airtime paid,10290,,,-14000,-25600
,4/10/2021,airtime for management,10602,,,-12000,-37600
,9/11/2021,management staff airtime,10632,,,-14000,-51600
,7/12/2021,airtime,10855,,,-2000,-53600
,7/12/2021,airtime,10855,,,-2000,-55600
,7/12/2021,airtime,10855,,,-2000,-57600
,7/12/2021,airtime,10855,,,-2000,-59600
,7/12/2021,airtime,10855,,,-2000,-61600
,7/12/2021,airtime,10855,,,-2000,-63600
,7/12/2021,airtime,10855,,,-2000,-65600
,21/12/2021,data for management,10866,,,-25200,-90800
2200300001,ACCOMODATION,102133,0,144130.55,0,,
,13/10/2021,accommodation for Simacc upgrading team,10610,,,-20480,-20480
,11/10/2021,accommodation during summer school,10606,,,-21517.55,-41997.55
,16/12/2021,accommodation for C/Chair (Victoria Fall,10860,,,-35640,-77637.55
,22/12/2021,accommodation for drilling trainers,10868,,,-32500,-110137.55
,22/12/2021,Accommodation for SimAcc trainers,10867,,,-33993,-144130.55
2200300003,ENTERTAINMENT,0,0,468830,0,,
,17/02/2021,lunch for interviewers,10170,,,-6300,-6300
,17/03/2021,lunch for disciplinary team,10232,,,-5400,-11700
,21/04/2021,accommodation,10340,,,-45400,-57100
,21/05/2021,allowances special full council attendan,10374,,,-13440,-70540
,18/06/2021,accommodation for staff,10258,,,-50000,-120540
,8/7/2021,accommodation for investigation team,9638,,,-251777,-372317
,16/08/2021,local authority facilitators allowances,10467,,,-4113,-376430
,20/08/2021,lunch for devolution projects comm staff,10478,,,-50000,-426430
,7/9/2021,devolution project commissioning,12057,,,-42400,-468830
2200300004,GIFTS AND DONATIONS,0,0,4017.4,0,,
2200600002,"COMPUTER CONSUMABLES, ACCESSORIES & SUPPLIES",0,0,540364,0,,
,7/1/2021,supply of toiletries,10056,,,-26840,-26840
,4/2/2021,Hydro peroxide for fumigation,10076,,,-7200,-34040
,17/02/2021,supply of farm bricks,10169,,,-76000,-110040
,9/3/2021,medical materials for Bepeta RHC,10220,,,-229720,-339760
,9/3/2021,medical materials for Bepeta RHC,10220,,,-25932,-365692
,9/3/2021,medical materials for Bepeta RHC,10220,,,-17400,-383092
,17/03/2021,supply of quarry stones,10230,,,-18000,-401092
,22/03/2021,Bill boards & vehicle stickers,10240,,,-46540,-447632
,25/03/2021,supply of airvents,10302,,,-660,-448292
,12/5/2021,plumbing material for Save the Children,10368,,,-31752,-480044
,6/7/2021,"floor polish,brooms,mops for BepetaRHC",10280,,,-22880,-502924
,8/7/2021,floor polish &sanitizers for office use,10286,,,-25840,-528764
,15/07/2021,black plastic for council use,10291,,,-11600,-540364
2200600004,STATIONERY SUPPLIES,0,0,178712,0,,
,11/3/2021,Envelopes,10219,,,-200,-200
,4/5/2021,being payment of stationery,bs04/05,,,-28800,-29000
,5/8/2021,Bond Paper,10456,,,-1700,-30700
,5/8/2021,Rubber bands,10456,,,-200,-30900
,27/10/2021,stationery,10621,,,-147812,-178712
2200700006,CONFERENCES,0,0,414606,0,,
,4/3/2021,conference fees(perfo.evaluation worksho,10201,,,-112606,-112606
,11/5/2021,ARDCZ annual conference Bulawayo,10363,,,-22000,-134606
,7/10/2021,conference fees,10559,,,-60000,-194606
,23/11/2021,Fees for treasurers&auditors' conference,10643,,,-220000,-414606
2200800002,TRAINING - TRAVEL EXPENSES,0,0,1185318.79,0,,
,6/1/2021,allowances to Marondera,10052,,,-9594,-9594
,7/1/2021,allowances,10055,,,-7350,-16944
,4/2/2021,allowances,10088,,,-8325,-25269
,2/2/2021,allowances,10084,,,-12239,-37508
,15/02/2021,interviewers allowances,10154,,,-62320,-99828
,15/02/2021,allowances,10162,,,-2460,-102288
,19/02/2021,interviewers allowances,10177,,,-25125,-127413
,15/02/2021,trip to Marondera,10160,,,-8500,-135913
,17/02/2021,allowances,10166,,,-820,-136733
,23/02/2021,perfomance evaluation workshop,10185,,,-110550,-247283
,8/2/2021,allowances,10096,,,-15929.5,-263212.5
,23/02/2021,perfomance evaluation workshop allowance,10086,,,-20100,-283312.5
,24/02/2021,allowances,10192,,,-42225,-325537.5
,24/02/2021,allowances,10188,,,-32574.5,-358112
,24/02/2021,allowances,10190,,,-20773.4,-378885.4
,24/02/2021,allowances,10189,,,-40575,-419460.4
,24/02/2021,allowances,10191,,,-12470,-431930.4
,24/02/2021,auction fees,10193,,,-7350,-439280.4
,5/3/2021,state visit,10211,,,-34122.38,-473402.78
,12/3/2021,NJCA board meeting attendance,10222,,,-11925,-485327.78
,17/03/2021,allowances,10231,,,-6247,-491574.78
,18/03/2021,audit forum UMP,10235,,,-13264.05,-504838.83
,18/03/2021,allowances,10078,,,-4908,-509746.83
,19/03/2021,allowances,10010,,,-2516.4,-512263.23
,25/03/2021,allowances,10246,,,-4613.4,-516876.63
,25/03/2021,treasurers workshop Chikomba RDC,10247,,,-14970,-531846.63
,25/03/2021,allowances,10248,,,-13840.2,-545686.83
,25/03/2021,collection of health staff paysheet Maro,10245,,,-11097.71,-556784.54
,6/4/2021,allowances,10313,,,-27678,-584462.54
,8/4/2021,allowances,10320,,,-18840,-603302.54
,8/4/2021,allowances,10319,,,-22840,-626142.54
,14/04/2021,allowances,10321,,,-15515.1,-641657.64
,14/04/2021,allowances,10322,,,-9240,-650897.64
,14/04/2021,allowances,10324,,,-4646.4,-655544.04
,15/04/2021,allowances,10330,,,-12552,-668096.04
,16/04/2021,allowances,10336,,,-9284,-677380.04
,16/04/2021,allowances,10338,,,-13860,-691240.04
,27/04/2021,allowances for investigation committee,10345,,,-68141.57,-759381.61
,27/04/2021,allowances to Mutare for devolution work,10346,,,-16051.21,-775432.82
,21/05/2021,allowances,10371,,,-5180,-780612.82
,27/05/2021,allowances to Marondera,10389,,,-15634,-796246.82
,28/05/2021,Allowances audit workshop Bulawayo,10378,,,-57620.42,-853867.24
,1/6/2021,WILGF meeting in Chikomba,10391,,,-23276,-877143.24
,22/06/2021,trip to Bulawayo 12-14/05/2021,10268,,,-928,-878071.24
,28/06/2021,trip to Marondera,10274,,,-4648.6,-882719.84
,6/7/2021,attending shortlisting of EO finance,10281,,,-28614.3,-911334.14
,22/07/2021,trips to marondera & Harare,10359,,,-13004.6,-924338.74
,23/07/2021,allowances,10296,,,-7138.3,-931477.04
,29/07/2021,allowances investigation team,10297,,,-5878,-937355.04
,2/8/2021,allowances,10452,,,-3424,-940779.04
,4/8/2021,attending accounting systems training,10460,,,-26051.69,-966830.73
,11/8/2021,banking trips to Harare,10462,,,-14001.4,-980832.13
,16/08/2021,allowances (commiss of devolution projec,10470,,,-18840.8,-999672.93
,16/08/2021,Payroll & Admin courses,10469,,,-37035.2,-1036708.13
,18/08/2021,trip to CBZ bank Murewa(POS machine ),10475,,,-4710,-1041418.13
,18/08/2021,trip to CBZ bank Murewa(POS machine ),10475,,,-4710,-1046128.13
,3/8/2021,meeting in Marondera PDC's office,10292,,,-10687.5,-1056815.63
,20/08/2021,collection of audited financial statemen,10479,,,-4730,-1061545.63
,25/08/2021,Simac training Harare,10511,,,-32325,-1093870.63
,8/9/2021,shortlisting of HRA candidates,10523,,,-19155.86,-1113026.49
,13/09/2021,visit to Save the children offices,10489,,,-27104.65,-1140131.14
,13/09/2021,attending NJCA meeting In Harare,10490,,,-18024,-1158155.14
,13/09/2021,visiting MGI office to return audit docu,10491,,,-6473.25,-1164628.39
,15/09/2021,provincial indaba meeting in Marondera,10494,,,-20690.4,-1185318.79
2200800003,TRAINING - TUITION AND EXAM FEES,0,0,108538,0,,
,4/8/2021,SIMACC training for 3 council staff,10459,,,-70038,-70038
2200900001,"DOMESTIC ALLOWANCES FOR ACCOMODATION, MEALS ETC",0,0,193385.3,0,,
,28/05/2021,being payment staff T&S,bs28/05,,,-39821.3,-39821.3
,31/05/2021,being payment of staff T&S,bs31/05,,,36680,-3141.3
,31/05/2021,being reversal of wrong post,bs31/05,,,-36680,-39821.3
,31/05/2021,being payment of staff T&S,bs31/05,,,-36680,-76501.3
,15/07/2021,being accomodation paid,bs15/07,,,-35650,-112151.3
,24/06/2021,Councillors' refreshments,10270,,,-2000,-114151.3
,2/7/2021,being VIP entertainment paid,10277,,,-35650,-149801.3
,7/7/2021,being reversal VIP entertainment,bs07/07,,,35118,-114683.3
,11/10/2021,attending HR summer school-Hwange,10605,,,-57200,-171883.3
,14/10/2021,being staff T&S paid,bs14/10,,,-21502,-193385.3
2200900002,DOMESTIC TRAVEL FARES,0,0,24500,0,,
,4/1/2021,Being payment of Travelling &Subsistence,V9997,,,-24500,-24500
2200900006,DOMESTIC ALLOWANCES -OTHERS,3170.4,0,571357.79,0,,
,17/02/2021,being reversal staffT&S,BS17/02,,,9840,9840
,19/02/2021,being reversal staffT&S,BS19/02,,,2460,12300
,11/2/2021,being bank reversal of staff T&S,BS11/02,,,12239,24539
,29/04/2021,being payment of councilors allowance,10347,,,-294280,-269741
,13/05/2021,being payment councilors T&S,bs13/05,,,2520,-267221
,13/05/2021,being councilors t&s,bs13/05,,,-2520,-269741
,24/05/2021,being concilors T&S paid,bs05/05,,,-5040,-274781
,22/06/2021,being councilors allowance paid,bs22/06,,,-120806.01,-395587.01
,22/06/2021,being councilors allowance paid,bs22/06,,,120806.01,-274781
,22/06/2021,being councilors allowances paid,10267,,,-118713.39,-393494.39
,3/6/2021,being councilors T&S paid,10394,,,-5040,-398534.39
,12/7/2021,being staff T&S paid,10288,,,-18429.4,-416963.79
,15/10/2021,councillors'sitting allowances(ZACC),10614,,,-20586,-437549.79
,21/10/2021,trip to Murewa to attend court case,10616,,,-5584.8,-443134.59
,10/11/2021,attending official opening Causeway dam,10634,,,-4653.55,-447788.14
,10/11/2021,attending official opening Causeway dam,10634,,,-4653.55,-452441.69
,10/11/2021,attending court cases Harare/Murewa,10633,,,-11808,-464249.69
,18/11/2021,attending NJCZ board meeting in Norton,10637,,,-21653,-485902.69
,23/11/2021,councillors' sitting allowance,10645,,,-37405.5,-523308.19
,24/11/2021,refreshments for councillors,10646,,,-14879.2,-538187.39
,16/11/2021,being councilors allowance paid,bs16/11,,,-30000,-568187.39
,7/12/2021,staff t&s (driver),10854,,,-3170.4,-571357.79
2201100002,ELECTRICITY,0,0,10000,0,,
,27/10/2021,electricity for Chikondoma RHC,10619,,,-10000,-10000
2201100005,WATER,0,0,19600,0,,
,5/11/2021,fix & supply of water connection SOS she,10629,,,-19600,-19600
2201100008,HIRE OF SERVICES,0,0,193680,0,,
2201200001,STOCK FEED,0,0,77800,0,,
,27/10/2021,purchase of feeds for IGP-Piggerry,10620,,,-77800,-77800
2201400001,AUDIT FEES,0,0,1032239,0,,
,15/02/2021,allowances,10161,,,-12239,-12239
,10/5/2021,auditing of 2020 council accounts,10364,,,-250000,-262239
,28/05/2021,Council accounts auditing 2020,10382,,,-250000,-512239
,21/06/2021,auditing of council accounts,10261,,,-250000,-762239
,2/8/2021,auditing of council accounts,10453,,,-270000,-1032239
2201400003,BANK TRANSACTION FEES,143562.5,0,776706.57,0,,
,31/01/2021,Service Charges,sg,,,-250,-250
,31/01/2021,Mantainance Fee,sg,,,-140.15,-390.15
,31/01/2021,Service Charges,sg,,,-250,-640.15
,31/01/2021,being bank charges,BS01/21,,,-38267.13,-38907.28
,31/01/2021,being bank charges,BS01/21,,,-2000,-40907.28
,5/2/2021,Service Charge Reversal,sfrev,,,253.05,-40654.23
,8/2/2021,Goverment Tax,gt,,,-1380.89,-42035.12
,28/02/2021,Inter account fee,iatfee,,,-2630.47,-44665.59
,28/02/2021,Government Tax,tax,,,-18373.29,-63038.88
,28/02/2021,rtgs fee,rtgf,,,-463,-63501.88
,28/02/2021,service fee,sfee,,,-50,-63551.88
,28/02/2021,Maintanance Fee,mf,,,-2859.85,-66411.73
,9/2/2021,Bill,24157524,,,-1167.25,-67578.98
,28/02/2021,transfereb charges,iatfee,,,-0.46,-67579.44
,28/02/2021,tax adjustment,gvt,,,7200,-60379.44
,27/02/2021,being bank charges,BS27/02,,,-101395.2,-161774.64
,27/02/2021,being bank charges,BS27/02,,,-5004.93,-166779.57
,31/03/2021,inter account transfer fees,iatfee,,,-4706.2,-171485.77
,31/03/2021,Government Tax,gtax,,,-18705.09,-190190.86
,31/03/2021,Bill,bill,,,-1511.4,-191702.26
,31/03/2021,Other charges,opfee,,,-772.24,-192474.5
,31/03/2021,service charges,scfee,,,-100,-192574.5
,31/03/2021,Maintanance fee,mfee,,,-1500,-194074.5
,31/03/2021,being bank charges paid,bs31/03,,,-68593.46,-262667.96
,31/03/2021,being reversal of bank charges overpaid,bs310321,,,322.04,-262345.92
,30/04/2021,Government Tax,gtax,,,-4766,-267111.92
,30/04/2021,Bill,bill24777563,,,-1012.8,-268124.72
,30/04/2021,maintanance fee,mfee,,,-2000,-270124.72
,30/04/2021,service fee,sfee,,,-100,-270224.72
,30/04/2021,being bank charges paid,bs30/04,,,48605.54,-221619.18
,30/04/2021,correction of bank charge wrongly posted,bs30/04,,,-97211.08,-318830.26
,30/04/2021,correction of bank charges,bs30/04,,,5150,-313680.26
,31/05/2021,being bank charges paid,bs310521,,,-52550.05,-366230.31
,31/05/2021,being bank charges paid,bs31/05,,,-72.27,-366302.58
,30/06/2021,being bank charges paid,bs30/06,,,-28950.94,-395253.52
,30/06/2021,being bank charges paid,bs30/06,,,-15542.79,-410796.31
,30/06/2021,being bank charges omitted,bs30/21,,,-3152.04,-413948.35
,30/06/2021,being bank charges understated,bs30/21,,,-244.5,-414192.85
,30/06/2021,being bank charges paid,bs30/06,,,-7661.65,-421854.5
,31/07/2021,being bank charges paid3,bs31/07,,,-43452.77,-465307.27
,14/07/2021,being reversal on bank charges fees,bs14/07,,,500,-464807.27
