"Interest on Trade credit and advances",2431000007,2,24,243
"Interest on Other accounts payable",2431000008,2,24,243
"Interest on Currency and deposits",2432000001,2,24,243
"Interest on TBs General GVT- BANKS (Treasury Bills)",2432000002,2,24,243
"Interest on TBs General GVT- Non-Banks (Treasury Bills)",2432000003,2,24,243
"Interest on Treasury bonds General GVT- BANKS",2432000004,2,24,243
"Interest on Treasury Bonds General GVT- Non-Banks",2432000005,2,24,243
"Interest on Financial derivatives (Loans)",2432000006,2,24,243
"Interest on Trade credit and advances",2432000007,2,24,243
"Interest on Other accounts payable",2432000008,2,24,243
"Interest on Trade credit and advances",2434000007,2,24,243
"Interest on Other accounts payable",2434000008,2,24,243
"Interest on Currency and deposits",2435000001,2,24,243
"Interest on TBs General GVT- BANKS (Treasury Bills)",2435000002,2,24,243
"Interest on TBs General GVT- Non-Banks (Treasury Bills)",2435000003,2,24,243
"Interest on Treasury bonds General GVT- BANKS",2435000004,2,24,243
"Interest on Treasury Bonds General GVT- Non-Banks",2435000005,2,24,243
"Interest on Financial derivatives (Loans)",2435000006,2,24,243
"Interest on Trade credit and advances",2435000007,2,24,243
"Interest on Other accounts payable",2435000008,2,24,243
"Interest on Currency and deposits",2436000001,2,24,243
